Track Name;Album Name;Artist Name(s);Release Date;Duration (ms);Popularity;Explicit;Added By;Added At;Genres;Record Label;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;genres_clean;text_combined
daylight;Lover;taylor swift;23/08/2019;293453.0;81.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:16Z;;Taylor Swift;0.557;0.496;-9.602;0.0563;0.808;0.000173;0.0772;0.265;149.983;; taylor swift
all the girls you loved before;All Of The Girls You Loved Before;taylor swift;23/08/2019;221407.0;72.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:31Z;;Taylor Swift;0.729;0.467;-9.682;0.0419;0.71;4.53e-05;0.129;0.401;96.042;; taylor swift
you need calm down clean bandit remix;You Need To Calm Down (Clean Bandit Remix);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
delicate seeb remix;Delicate (Seeb Remix);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
delicate sawyr and ryan tedder mix;Delicate (Sawyr And Ryan Tedder Mix);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
ready for;reputation;taylor swift;10/11/2017;208186.0;80.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.613;0.764;-6.509;0.136;0.0527;0.0;0.197;0.417;160.015;; taylor swift
end game;reputation;taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
did something bad;reputation;taylor swift;10/11/2017;238253.0;75.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.696;0.602;-6.156;0.159;0.0679;2.11e-05;0.0696;0.305;82.989;; taylor swift
don blame;reputation;taylor swift;10/11/2017;236413.0;84.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.615;0.534;-6.719;0.0386;0.106;1.76e-05;0.0607;0.193;135.917;; taylor swift
delicate;reputation;taylor swift;10/11/2017;232253.0;82.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.75;0.404;-10.178;0.0682;0.216;0.000357;0.0911;0.0499;95.045;; taylor swift
look what you made;reputation;taylor swift;10/11/2017;211853.0;79.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.766;0.709;-6.471;0.123;0.204;1.41e-05;0.126;0.506;128.07;; taylor swift
goes;reputation;taylor swift;10/11/2017;227906.0;68.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.574;0.61;-7.283;0.0732;0.122;1.1e-06;0.13;0.374;74.957;; taylor swift
gorgeous;reputation;taylor swift;10/11/2017;209680.0;75.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.8;0.535;-6.684;0.135;0.0713;9.48e-06;0.213;0.451;92.027;; taylor swift
getaway car;reputation;taylor swift;10/11/2017;233626.0;80.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.562;0.689;-6.745;0.127;0.00465;2.23e-06;0.0888;0.351;172.054;; taylor swift
king heart;reputation;taylor swift;10/11/2017;214320.0;73.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.675;0.703;-7.902;0.0382;0.00882;2.21e-06;0.0391;0.314;110.01;; taylor swift
dancing with our hands tied;reputation;taylor swift;10/11/2017;211506.0;71.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.624;0.691;-6.686;0.196;0.0604;1.1e-05;0.138;0.284;160.024;; taylor swift
dress;reputation;taylor swift;10/11/2017;230373.0;82.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.719;0.469;-8.792;0.0533;0.0329;0.0;0.169;0.0851;120.085;; taylor swift
this why can have nice things;reputation;taylor swift;10/11/2017;207133.0;69.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.567;0.789;-5.986;0.115;0.0156;0.0;0.382;0.438;163.96;; taylor swift
call what you want;reputation;taylor swift;10/11/2017;203506.0;78.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.598;0.504;-9.874;0.0731;0.186;0.000221;0.34;0.252;163.954;; taylor swift
new year day;reputation;taylor swift;10/11/2017;235466.0;70.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:04:56Z;;Taylor Swift;0.661;0.151;-12.864;0.0354;0.921;0.0;0.13;0.23;94.922;; taylor swift
all too well;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;329160.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.463;0.605;-7.803;0.0293;0.0448;0.000334;0.128;0.317;186.113;; taylor swift
wildest dreams;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;220440.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.55;0.688;-7.416;0.0904;0.0703;0.00138;0.106;0.461;139.998;; taylor swift
the best day;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;246306.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.668;0.448;-8.567;0.0285;0.638;4.1e-06;0.158;0.386;126.066;; taylor swift
red;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;223093.0;34.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.605;0.899;-4.273;0.0423;0.0779;0.000124;0.0911;0.647;124.982;; taylor swift
holy ground;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;202960.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.627;0.816;-6.698;0.0774;0.0159;0.0022;0.0965;0.648;157.043;; taylor swift
teardrops guitar radio single remix;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;204706.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.626;0.427;-6.993;0.0234;0.315;0.0;0.138;0.265;99.962;; taylor swift
;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;232120.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.66;0.732;-6.565;0.0379;0.00254;0.00146;0.0473;0.677;104.009;; taylor swift
knew you were trouble;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;219720.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.536;0.464;-6.761;0.0412;0.00476;2.74e-06;0.0358;0.666;77.318;; taylor swift
don wanna live forever fifty shades darker;reputation Stadium Tour Surprise Song Playlist;zayn;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; zayn
mean;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;238693.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.576;0.755;-3.982;0.0427;0.449;0.0;0.223;0.791;163.884;; taylor swift
how you get the girl;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;247533.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.764;0.657;-6.112;0.0503;0.00363;0.00899;0.0918;0.546;119.995;; taylor swift
fifteen;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;295320.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.549;0.63;-4.436;0.027;0.07;0.0;0.138;0.217;95.124;; taylor swift
mine;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;231866.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.622;0.781;-2.945;0.0302;0.00311;3.1e-06;0.187;0.662;121.029;; taylor swift
sparks fly;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;262920.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.61;0.782;-2.98;0.0309;0.041;0.0;0.16;0.399;114.974;; taylor swift
state grace;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;295720.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.591;0.828;-5.895;0.0333;0.000182;0.00115;0.0879;0.383;129.958;; taylor swift
haunted;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;245413.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.43;0.948;-2.622;0.0605;0.0655;0.0;0.0612;0.371;162.026;; taylor swift
never grow;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;292920.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.714;0.309;-8.828;0.0302;0.824;0.0;0.136;0.546;124.892;; taylor swift
treacherous;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;242760.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.704;0.621;-8.086;0.0334;0.101;4.3e-06;0.14;0.395;109.996;; taylor swift
babe;reputation Stadium Tour Surprise Song Playlist;sugarland;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; sugarland
welcome new york;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;212600.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.789;0.634;-4.762;0.0323;0.0348;1.69e-06;0.302;0.658;117.0;; taylor swift
fearless;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;242973.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.603;0.717;-4.401;0.0272;0.0381;0.0;0.307;0.429;100.163;; taylor swift
enchanted;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;353253.0;45.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.536;0.629;-3.907;0.0275;0.0707;0.00117;0.158;0.222;81.963;; taylor swift
change;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;281053.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.543;0.764;-4.206;0.0377;0.00418;0.0;0.111;0.233;95.999;; taylor swift
ours;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;239346.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.609;0.56;-7.392;0.0279;0.469;0.0;0.087;0.228;159.838;; taylor swift
out the woods;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;235800.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.553;0.841;-6.937;0.0397;0.000743;1.07e-05;0.341;0.339;91.999;; taylor swift
come back here;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;223920.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.486;0.548;-6.291;0.0256;0.00471;2.06e-06;0.0997;0.22;79.873;; taylor swift
place this world;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;202080.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.573;0.767;-2.929;0.0323;0.0576;0.0;0.327;0.438;114.985;; taylor swift
this love;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;250093.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.48;0.435;-8.795;0.0319;0.679;0.0;0.0928;0.108;143.942;; taylor swift
the lucky one;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;240266.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.706;0.505;-7.639;0.0358;0.0352;0.0;0.13;0.561;117.935;; taylor swift
invisible;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;205853.0;28.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.608;0.384;-5.732;0.0246;0.56;0.0;0.165;0.217;95.963;; taylor swift
better man;reputation Stadium Tour Surprise Song Playlist;little big town;09/11/2017;263613.0;32.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;country;Taylor Swift;0.503;0.844;-3.648;0.0379;0.121;0.0;0.0974;0.508;143.941;country;country little big town
jump then fall;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;238093.0;28.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.617;0.699;-5.712;0.0271;0.113;0.0;0.074;0.827;79.979;; taylor swift
tied together with smile;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;251213.0;28.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.478;0.547;-4.948;0.0275;0.523;0.0;0.0728;0.238;146.134;; taylor swift
the story;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;267653.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.547;0.807;-3.63;0.0398;0.00556;0.000318;0.0588;0.645;139.911;; taylor swift
forever always;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;226293.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.607;0.829;-5.02;0.0587;0.0805;0.0;0.207;0.521;128.055;; taylor swift
hey stephen;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;256040.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.843;0.541;-7.361;0.0318;0.191;1.93e-06;0.108;0.839;116.002;; taylor swift
speak now;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;243346.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.712;0.603;-3.753;0.0304;0.0991;0.0;0.102;0.714;118.979;; taylor swift
wonderland;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;245560.0;43.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.422;0.692;-5.447;0.0549;0.0493;2.57e-05;0.177;0.197;184.019;; taylor swift
white horse;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;235400.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.578;0.348;-8.066;0.0257;0.311;0.0;0.1;0.218;92.671;; taylor swift
only when with you;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;215600.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.556;0.933;-3.685;0.0719;0.00454;0.000462;0.101;0.521;143.929;; taylor swift
starlight;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;220600.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.649;0.779;-5.798;0.0391;0.0186;0.000474;0.234;0.617;126.014;; taylor swift
know places;reputation Stadium Tour Surprise Song Playlist;taylor swift;09/11/2017;195706.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:00Z;;Taylor Swift;0.603;0.755;-4.991;0.0709;0.243;0.0;0.178;0.496;159.971;; taylor swift
bad blood;Bad Blood;taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
wildest dreams r3hab remix;Wildest Dreams (R3hab Remix);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
blank space;1989 (Deluxe);taylor swift;01/01/2014;231826.0;85.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.76;0.703;-5.412;0.054;0.103;0.0;0.0913;0.57;95.997;; taylor swift
style;1989 (Deluxe);taylor swift;01/01/2014;231000.0;86.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.588;0.791;-5.595;0.0402;0.00245;0.00258;0.118;0.487;94.933;; taylor swift
all you had was stay;1989 (Deluxe);taylor swift;01/01/2014;193293.0;52.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.605;0.725;-5.729;0.0323;0.00201;2.02e-05;0.101;0.539;96.97;; taylor swift
shake off;1989 (Deluxe);taylor swift;01/01/2014;219200.0;83.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.647;0.8;-5.384;0.165;0.0647;0.0;0.334;0.942;160.078;; taylor swift
wish you would;1989 (Deluxe);taylor swift;01/01/2014;207440.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.653;0.893;-5.966;0.0538;0.0158;4.95e-05;0.102;0.513;118.035;; taylor swift
clean;1989 (Deluxe);taylor swift;01/01/2014;271000.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.815;0.377;-7.754;0.0346;0.232;0.0;0.1;0.211;103.97;; taylor swift
you are love;1989 (Deluxe);taylor swift;01/01/2014;267106.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.474;0.48;-8.894;0.0622;0.707;0.000108;0.0903;0.319;170.109;; taylor swift
new romantics;1989 (Deluxe);taylor swift;01/01/2014;230466.0;65.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.633;0.889;-5.87;0.0715;0.00463;0.000458;0.0658;0.584;121.956;; taylor swift
know places voice memo;1989 (Deluxe);taylor swift;01/01/2014;216333.0;1.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.592;0.128;-17.932;0.589;0.829;0.0;0.527;0.15;78.828;; taylor swift
wish you would voice memo;1989 (Deluxe);taylor swift;01/01/2014;107133.0;0.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.781;0.357;-16.394;0.912;0.717;0.0;0.185;0.645;118.317;; taylor swift
blank space voice memo;1989 (Deluxe);taylor swift;01/01/2014;131186.0;0.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:14Z;;Taylor Swift;0.675;0.234;-15.064;0.721;0.801;0.0;0.657;0.578;127.296;; taylor swift
sweeter than fiction from one chance soundtrack;Sweeter Than Fiction;taylor swift;21/10/2013;237640.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:39Z;;Taylor Swift;0.71;0.614;-6.965;0.0366;0.00164;0.000154;0.0785;0.673;135.012;; taylor swift
almost;Red (Deluxe Edition);taylor swift;22/10/2012;244560.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.567;0.481;-7.357;0.027;0.0173;4.13e-05;0.182;0.233;145.865;; taylor swift
are never ever getting back together;Red (Deluxe Edition);taylor swift;22/10/2012;193146.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.628;0.676;-5.911;0.0916;0.00957;2.65e-05;0.121;0.75;85.984;; taylor swift
stay stay stay;Red (Deluxe Edition);taylor swift;22/10/2012;205853.0;47.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.729;0.748;-6.67;0.0245;0.307;1.29e-06;0.0962;0.928;99.981;; taylor swift
the last time;Red (Deluxe Edition);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
sad beautiful tragic;Red (Deluxe Edition);taylor swift;22/10/2012;284866.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.624;0.34;-12.411;0.029;0.632;0.0337;0.0805;0.261;129.987;; taylor swift
everything has changed;Red (Deluxe Edition);taylor swift;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; taylor swift
the moment knew;Red (Deluxe Edition);taylor swift;22/10/2012;286613.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.619;0.506;-7.327;0.0315;0.187;1.47e-05;0.101;0.274;126.03;; taylor swift
girl home;Red (Deluxe Edition);taylor swift;22/10/2012;220840.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.733;0.59;-5.86;0.0284;0.272;0.0;0.134;0.633;125.048;; taylor swift
treacherous original demo recording;Red (Deluxe Edition);taylor swift;22/10/2012;240266.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.828;0.64;-8.248;0.0355;0.175;6.14e-05;0.0991;0.519;109.993;; taylor swift
red original demo recording;Red (Deluxe Edition);taylor swift;22/10/2012;227080.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.678;0.902;-4.659;0.0358;0.113;0.000235;0.0705;0.637;124.998;; taylor swift
state grace acoustic;Red (Deluxe Edition);taylor swift;22/10/2012;323080.0;43.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:05:49Z;;Taylor Swift;0.626;0.118;-15.91;0.0305;0.664;0.000169;0.127;0.0682;105.597;; taylor swift
ronan;Ronan;taylor swift;08/09/2012;265306.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:00Z;;Taylor Swift;0.565;0.255;-10.152;0.0314;0.646;0.0;0.127;0.174;57.964;; taylor swift
today was fairytale;Today Was A Fairytale;taylor swift;15/02/2011;242480.0;50.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:03Z;;Taylor Swift;0.491;0.703;-4.5;0.0319;0.0307;5.72e-06;0.167;0.344;157.988;; taylor swift
sparks fly live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;336826.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.455;0.783;-5.184;0.0393;0.00917;0.0;0.918;0.298;114.981;; taylor swift
mine live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;259279.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.496;0.852;-4.775;0.0373;0.00233;0.0;0.554;0.442;120.969;; taylor swift
the story live;Speak Now World Tour Live;taylor swift;25/10/2010;290520.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.419;0.908;-5.156;0.0651;0.00048;0.0;0.815;0.472;139.813;; taylor swift
mean live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;246373.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.429;0.915;-4.373;0.069;0.154;0.0;0.693;0.432;163.752;; taylor swift
ours live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;245973.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.421;0.355;-10.21;0.0298;0.715;0.0;0.867;0.267;77.769;; taylor swift
back december apologize you not sorry live 2011 medley;Speak Now World Tour Live;taylor swift;25/10/2010;362826.0;47.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.374;0.516;-8.745;0.0294;0.155;0.0;0.795;0.171;142.057;; taylor swift
better than revenge live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;344573.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.445;0.887;-5.629;0.0768;0.00306;2.67e-05;0.931;0.386;145.954;; taylor swift
speak now live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;248146.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.615;0.694;-5.251;0.0318;0.0636;1.28e-06;0.83;0.373;118.876;; taylor swift
last kiss live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;369066.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.427;0.395;-12.551;0.0291;0.205;8.73e-06;0.701;0.188;79.517;; taylor swift
drops jupiter live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;315173.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.374;0.504;-8.407;0.0392;0.806;0.0;0.76;0.27;109.025;; taylor swift
bette davis eyes live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;189146.0;43.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.327;0.488;-9.287;0.0322;0.713;0.0;0.837;0.363;104.46;; taylor swift
want you back live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;83253.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.536;0.512;-6.794;0.0341;0.794;0.000122;0.497;0.249;97.397;; taylor swift
dear john live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;404680.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.521;0.386;-8.784;0.0301;0.0157;0.0;0.884;0.138;119.518;; taylor swift
enchanted live 2011;Speak Now World Tour Live;taylor swift;25/10/2010;389213.0;43.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-04-02T12:06:07Z;;Taylor Swift;0.34;0.663;-5.597;0.0331;0.0747;2.34e-06;0.563;0.214;163.678;; taylor swift
