Track Name;Album Name;Artist Name(s);Release Date;Duration (ms);Popularity;Explicit;Added By;Added At;Genres;Record Label;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;genres_clean;text_combined
mimpi biru;Glenn;glenn;16/04/1998;293933.0;9.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:02Z;malay malay pop malaysian pop;Sony Music Entertainment;0.572;0.461;-9.842;0.0328;0.672;0.0;0.0782;0.147;123.743;malay malay pop malaysian pop;malay malay pop malaysian pop glenn
mobil mama;Glenn;glenn fredly;16/04/1998;255666.0;6.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:02Z;indonesian pop indonesian jazz maluku indonesian malay;Sony Music Entertainment;0.777;0.637;-6.086;0.035;0.229;2.51e-06;0.0626;0.784;100.013;indonesian pop indonesian jazz maluku indonesian malay;indonesian pop indonesian jazz maluku indonesian malay glenn fredly
kau jamsession reprise version;Glenn;glenn fredly;16/04/1998;110413.0;7.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:02Z;indonesian pop indonesian jazz maluku indonesian malay;Sony Music Entertainment;0.776;0.677;-6.71;0.0443;0.248;0.00175;0.586;0.966;98.061;indonesian pop indonesian jazz maluku indonesian malay;indonesian pop indonesian jazz maluku indonesian malay glenn fredly
asing;Nonfiksi;juicy luicy;28/06/2024;193036.0;65.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.53;0.275;-10.286;0.0456;0.647;0.0;0.155;0.444;173.88;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
bukan orangnya;Nonfiksi;juicy luicy;28/06/2024;190602.0;67.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.527;0.634;-5.559;0.0618;0.146;0.0;0.2;0.659;166.282;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
cuma sama kamu;Nonfiksi;juicy luicy;28/06/2024;244615.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.317;0.297;-9.397;0.0312;0.739;1.48e-06;0.0756;0.256;96.372;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
giliranku;Nonfiksi;juicy luicy;28/06/2024;237559.0;45.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.686;0.391;-8.13;0.0254;0.681;2.32e-06;0.167;0.396;96.006;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
hahaha;Nonfiksi;juicy luicy;28/06/2024;193959.0;61.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.39;0.23;-8.731;0.0408;0.797;0.0;0.116;0.529;173.168;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
insya allah;Nonfiksi;juicy luicy;28/06/2024;203557.0;45.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.535;0.455;-9.122;0.0296;0.256;3.3e-06;0.0929;0.599;84.968;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
lampu kuning;Nonfiksi;juicy luicy;28/06/2024;239416.0;72.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.54;0.371;-8.268;0.0244;0.787;0.0;0.206;0.395;81.019;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
segala galanya;Nonfiksi;juicy luicy;28/06/2024;216640.0;47.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.519;0.22;-8.507;0.034;0.852;0.0;0.106;0.523;171.917;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
sialan;Nonfiksi;adrian khalif;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; adrian khalif
simak;Nonfiksi;juicy luicy;28/06/2024;241299.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.28;0.234;-10.951;0.0392;0.794;0.0;0.12;0.36;84.879;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
tampar;Nonfiksi;juicy luicy;28/06/2024;202824.0;74.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.46;0.377;-9.024;0.0314;0.652;0.0;0.0947;0.433;169.896;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
tanggung jawab;Nonfiksi;juicy luicy;28/06/2024;200430.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:32:31Z;indonesian pop indonesian indie;E-Motion Entertainment;0.495;0.523;-6.048;0.0438;0.241;0.0;0.325;0.747;199.977;indonesian pop indonesian indie;indonesian pop indonesian indie juicy luicy
selamat datang;Musim Yang Baik;sheila;10/12/2014;227986.0;49.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.598;0.876;-4.726;0.043;0.0202;2.38e-06;0.17;0.855;74.986;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
buka mata buka telinga;Musim Yang Baik;sheila;10/12/2014;253122.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.734;0.708;-5.717;0.0571;0.261;2.96e-05;0.116;0.866;104.957;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
canggung;Musim Yang Baik;sheila;10/12/2014;220126.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.603;0.76;-5.181;0.0542;0.347;0.0;0.211;0.681;148.008;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
lovely;Musim Yang Baik;sheila;10/12/2014;226930.0;39.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.582;0.718;-4.627;0.0273;0.168;0.0;0.075;0.452;82.005;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
beruntungnya aku;Musim Yang Baik;sheila;10/12/2014;256477.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.584;0.808;-4.942;0.0317;0.293;2.92e-06;0.123;0.597;160.046;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
belum;Musim Yang Baik;sheila;10/12/2014;226930.0;39.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.641;0.941;-5.81;0.0388;0.012;0.0;0.192;0.649;128.026;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
musim yang baik;Musim Yang Baik;sheila;10/12/2014;278265.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:07Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.683;0.87;-4.383;0.078;0.234;0.0;0.182;0.712;200.145;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
have fun;Berlayar;sheila;15/03/2011;209053.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.664;0.868;-4.35;0.0292;0.0654;1.49e-05;0.136;0.841;101.046;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pasti bisa;Berlayar;sheila;15/03/2011;239466.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.505;0.721;-4.861;0.0295;0.0581;1.83e-05;0.282;0.768;154.009;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
the phone;Berlayar;sheila;15/03/2011;254146.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.437;0.796;-4.724;0.0589;0.134;0.0;0.114;0.688;172.084;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
hari bersamanya;Berlayar;sheila;15/03/2011;232706.0;73.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.63;0.68;-4.556;0.0294;0.312;0.0;0.194;0.792;119.984;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
berlayar denganku;Berlayar;sheila;15/03/2011;274840.0;39.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.583;0.675;-4.146;0.0308;0.426;1.05e-05;0.129;0.607;135.952;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
perfect time;Berlayar;sheila;15/03/2011;245586.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.53;0.646;-6.763;0.0696;0.609;4.14e-06;0.0817;0.453;200.169;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
kamus hidupku demo;Berlayar;sheila;15/03/2011;263880.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.721;0.379;-8.527;0.0261;0.702;4.5e-05;0.126;0.498;85.004;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
bait pertama;Berlayar;sheila;15/03/2011;224440.0;51.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.524;0.668;-4.264;0.0287;0.0341;0.000282;0.272;0.487;141.866;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
hari bersamanya accoustic version;Berlayar;sheila;15/03/2011;237240.0;50.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:10Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.743;0.517;-5.917;0.0304;0.596;0.0;0.287;0.71;119.974;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
betapa;Menentukan Arah;sheila;11/11/2008;223466.0;59.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.621;0.727;-6.28;0.0289;0.303;0.000694;0.17;0.822;130.001;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
ibu linda;Menentukan Arah;sheila;11/11/2008;263906.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.698;0.696;-5.983;0.0287;0.374;4.77e-05;0.15;0.827;119.983;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
jalan keluar;Menentukan Arah;sheila;11/11/2008;262840.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.566;0.663;-6.269;0.025;0.302;0.0;0.218;0.553;75.012;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
mudah saja;Menentukan Arah;sheila;11/11/2008;213826.0;58.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.592;0.472;-6.775;0.0245;0.665;1.23e-06;0.332;0.288;79.973;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
arah;Menentukan Arah;sheila;11/11/2008;237213.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.602;0.803;-4.445;0.0278;0.00335;0.000137;0.0855;0.804;94.989;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
lia lia lia;Menentukan Arah;sheila;11/11/2008;208293.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.601;0.726;-5.766;0.0302;0.214;8.5e-06;0.211;0.613;119.986;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
alasanku;Menentukan Arah;sheila;11/11/2008;220000.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.422;0.319;-7.441;0.0297;0.668;0.0;0.197;0.216;130.12;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
segalanya;Menentukan Arah;sheila;11/11/2008;279240.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:15Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.649;0.813;-6.818;0.0274;0.0481;0.000219;0.305;0.648;128.0;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
radio;507;sheila;01/06/2006;209360.0;51.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.595;0.844;-5.797;0.0421;0.203;0.0;0.44;0.667;129.894;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
mantan kekasih;507;sheila;01/06/2006;275026.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.462;0.395;-6.707;0.0289;0.344;0.119;0.0898;0.153;129.947;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
ingin pulang;507;sheila;01/06/2006;214546.0;47.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.592;0.619;-6.477;0.0272;0.257;0.00164;0.0891;0.849;169.951;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
kau kini ada;507;sheila;01/06/2006;250626.0;39.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.553;0.888;-4.826;0.037;0.0197;0.0;0.224;0.539;103.029;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pemenang;507;sheila;01/06/2006;207826.0;39.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.482;0.934;-5.696;0.0486;0.00574;7.02e-05;0.163;0.778;176.109;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
bingkisan tuhan;507;sheila;01/06/2006;220306.0;27.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.489;0.879;-5.238;0.0339;0.012;2.46e-05;0.0928;0.75;143.904;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
terlalu singkat;507;sheila;01/06/2006;213560.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.533;0.669;-5.789;0.0247;0.402;0.000129;0.29;0.629;152.049;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
terjamah yang lain;507;sheila;01/06/2006;283066.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.467;0.12;-9.168;0.0349;0.851;3.11e-06;0.0975;0.0993;119.984;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
cahaya terang;507;sheila;01/06/2006;202293.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.627;0.872;-5.632;0.0301;0.0263;0.000713;0.211;0.734;124.941;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
last pretence;507;sheila;01/06/2006;248986.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:18Z;indonesian pop malay indonesian rock indorock;Sony BMG Music Entertainment;0.514;0.556;-6.479;0.0279;0.395;0.000623;0.704;0.162;130.024;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pejantan tangguh;Pejantan Tangguh;sheila;25/05/2004;207133.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.606;0.831;-6.054;0.0348;0.0752;3.75e-06;0.179;0.902;99.015;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
itu aku;Pejantan Tangguh;sheila;25/05/2004;278960.0;64.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.538;0.648;-7.331;0.0364;0.0468;0.0;0.139;0.387;138.552;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pemuja rahasia;Pejantan Tangguh;sheila;25/05/2004;232906.0;72.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.655;0.694;-7.244;0.0358;0.0575;0.0;0.0696;0.78;145.857;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pilihlah aku;Pejantan Tangguh;sheila;25/05/2004;261933.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.67;0.436;-9.745;0.0325;0.211;0.0;0.366;0.191;138.656;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
brilliant;Pejantan Tangguh;sheila;25/05/2004;261266.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.53;0.737;-6.583;0.0268;0.0132;0.0;0.231;0.523;96.391;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
tanyaku;Pejantan Tangguh;sheila;25/05/2004;265200.0;35.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.618;0.576;-7.77;0.0332;0.0697;0.0;0.0702;0.645;135.725;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
generasi patah hati;Pejantan Tangguh;sheila;25/05/2004;306240.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.538;0.782;-8.227;0.044;0.08;4.71e-06;0.11;0.491;142.23;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
coba kau mendekat;Pejantan Tangguh;sheila;25/05/2004;234626.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.487;0.827;-6.476;0.0307;0.00371;0.125;0.197;0.469;147.394;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
ketidakwarasan padaku;Pejantan Tangguh;sheila;25/05/2004;233226.0;50.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.338;0.466;-8.21;0.0304;0.0236;1.52e-05;0.105;0.236;72.959;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pendosa;Pejantan Tangguh;sheila;25/05/2004;207160.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.49;0.809;-6.884;0.0257;0.000702;1.06e-06;0.0739;0.463;88.02;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
jangan beritahu niah;Pejantan Tangguh;sheila;25/05/2004;285253.0;45.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.452;0.716;-7.305;0.0339;0.0162;0.0;0.104;0.368;164.583;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
khaylila song;Pejantan Tangguh;sheila;25/05/2004;235480.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:22Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.484;0.57;-10.157;0.038;0.464;3.12e-05;0.126;0.449;179.876;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
sahabat sejati;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;224906.0;63.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.481;0.839;-7.837;0.0385;0.00619;2.74e-05;0.109;0.84;163.71;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
bila kau tak disampingku;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;256173.0;78.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.71;0.669;-8.961;0.0302;0.00619;0.000104;0.124;0.826;119.993;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
sephia;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;295520.0;71.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.396;0.527;-8.658;0.0435;0.371;0.000306;0.166;0.165;185.807;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
just for mom;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;203853.0;49.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.593;0.686;-9.229;0.0462;0.017;2.74e-05;0.122;0.598;126.998;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
sebuah kisah klasik;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;242373.0;70.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.635;0.674;-9.089;0.0341;0.0575;0.00029;0.132;0.461;117.996;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
temani aku;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;176586.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.548;0.511;-10.278;0.0356;0.233;1.32e-06;0.106;0.553;63.964;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
pagi yang menakjubkan;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;250066.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.286;0.882;-6.927;0.0646;0.00589;1.68e-06;0.151;0.811;170.46;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
lihat dengar rasakan;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;235266.0;53.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.557;0.567;-9.42;0.0268;0.167;3.28e-06;0.0711;0.515;140.01;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
tunggu aku jakarta;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;307280.0;57.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.361;0.793;-10.004;0.0482;0.0154;0.0139;0.938;0.397;166.204;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
karena aku setia;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;206533.0;42.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.489;0.835;-7.901;0.0466;0.00124;9.06e-05;0.333;0.635;134.466;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
tunjuk satu bintang;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;259226.0;48.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.579;0.751;-9.301;0.0384;0.0477;0.000119;0.342;0.537;93.034;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
selamat tidur;Kisah Klasik Untuk Masa Depan;sheila;04/10/2000;127053.0;46.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-02-04T09:33:30Z;indonesian pop malay indonesian rock indorock;Sony Music Entertainment;0.268;0.211;-21.85;0.0423;0.786;0.00299;0.349;0.348;145.649;indonesian pop malay indonesian rock indorock;indonesian pop malay indonesian rock indorock sheila
sepenuh hati;Aku, Kamu, dan Lagu-Lagu Rony Parulian;rony parulian;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; rony parulian
kau selalu hati;Aku, Kamu, dan Lagu-Lagu Rony Parulian;andi rianto;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; andi rianto
sampai sini;Aku, Kamu, dan Lagu-Lagu Rony Parulian;rony parulian;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; rony parulian
titik nadir feat monita tahalea;Titik Nadir;kahitna;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; kahitna
